,country,code,year,adult_literacy_rate,youth_literacy_rate_M,youth_literacy_rate_F,continent,invalid_literacy_flag,adult_literacy_rate_outlier_flag,youth_literacy_rate_M_outlier_flag,youth_literacy_rate_F_outlier_flag
1912,Uruguay,URY,2022,99.0,98.9,99.4,South America,False,False,False,False
1913,Uruguay,URY,2023,99.0,98.7,99.4,South America,False,False,False,False
1914,Uzbekistan,UZB,2000,99.0,100.0,100.0,Asia,False,False,False,False
1915,Uzbekistan,UZB,2006,99.5,100.0,100.0,Asia,False,False,False,False
1916,Uzbekistan,UZB,2013,100.0,100.0,100.0,Asia,False,False,False,False
1917,Uzbekistan,UZB,2014,100.0,100.0,100.0,Asia,False,False,False,False
1918,Uzbekistan,UZB,2015,100.0,100.0,100.0,Asia,False,False,False,False
1919,Uzbekistan,UZB,2016,100.0,100.0,100.0,Asia,False,False,False,False
1920,Uzbekistan,UZB,2018,100.0,100.0,100.0,Asia,False,False,False,False
1921,Uzbekistan,UZB,2019,100.0,100.0,100.0,Asia,False,False,False,False
1922,Uzbekistan,UZB,2021,100.0,100.0,100.0,Asia,False,False,False,False
1923,Uzbekistan,UZB,2022,100.0,100.0,100.0,Asia,False,False,False,False
1925,Vanuatu,VUT,1999,74.0,93.36447,94.51224,Oceania,False,False,False,False
1926,Vanuatu,VUT,2023,87.96032,93.36447,94.51224,Oceania,False,False,False,False
1928,Venezuela,VEN,1990,90.0,95.0,96.0,South America,False,False,False,False
1929,Venezuela,VEN,2000,91.5,96.9,98.2,South America,False,False,False,False
1930,Venezuela,VEN,2001,93.0,97.0,98.3,South America,False,False,False,False
1931,Venezuela,VEN,2002,93.33333333333333,97.2,98.4,South America,False,False,False,False
1932,Venezuela,VEN,2003,93.66666666666667,97.2,98.5,South America,False,False,False,False
1933,Venezuela,VEN,2004,94.0,97.7,98.6,South America,False,False,False,False
1934,Venezuela,VEN,2005,94.33333333333333,97.6,98.5,South America,False,False,False,False
1935,Venezuela,VEN,2006,94.66666666666667,97.8,98.8,South America,False,False,False,False
1936,Venezuela,VEN,2007,95.0,98.0,98.8,South America,False,False,False,False
1937,Venezuela,VEN,2008,95.5,98.1,98.9,South America,False,False,False,False
1938,Venezuela,VEN,2009,96.0,98.3,98.8,South America,False,False,False,False
1939,Venezuela,VEN,2010,95.5,98.1,98.8,South America,False,False,False,False
1940,Venezuela,VEN,2011,95.0,98.3,99.0,South America,False,False,False,False
1941,Venezuela,VEN,2012,95.5,98.6,99.1,South America,False,False,False,False
1942,Venezuela,VEN,2013,96.0,98.5,98.9,South America,False,False,False,False
1943,Venezuela,VEN,2014,96.5,98.6,99.2,South America,False,False,False,False
1944,Venezuela,VEN,2015,97.0,99.0,99.0,South America,False,False,False,False
1945,Venezuela,VEN,2016,97.0,98.0,99.0,South America,False,False,False,False
1948,Vietnam,VNM,1999,90.0,95.0,94.0,Asia,False,False,False,False
1949,Vietnam,VNM,2000,90.0,96.0,94.0,Asia,False,False,False,False
1950,Vietnam,VNM,2006,92.0,96.5,100.0,Asia,False,False,False,False
1951,Vietnam,VNM,2009,94.0,97.0,97.0,Asia,False,False,False,False
1952,Vietnam,VNM,2014,95.0,98.0,98.81,Asia,False,False,False,False
1953,Vietnam,VNM,2019,96.0,99.0,99.0,Asia,False,False,False,False
1954,Vietnam,VNM,2020,96.0,97.48152,98.96916,Asia,False,False,False,False
1955,Vietnam,VNM,2022,96.0,99.0,99.0,Asia,False,False,False,False
2005,Yemen,YEM,1994,37.0,83.0,35.0,Asia,False,False,False,True
2006,Yemen,YEM,2006,37.0,75.92,65.66,Asia,False,False,False,False
2007,Yemen,YEM,2013,37.0,68.84,64.08,Asia,False,False,True,False
2008,Yemen,YEM,2023,37.0,61.76,76.91698,Asia,False,False,True,False
2009,Zambia,ZMB,1990,65.0,67.0,66.0,Africa,False,False,True,False
2010,Zambia,ZMB,1999,68.0,73.0,66.0,Africa,False,False,False,False
2011,Zambia,ZMB,2002,69.0,78.0,66.0,Africa,False,False,False,False
2012,Zambia,ZMB,2010,83.0,91.0,87.0,Africa,False,False,False,False
2013,Zambia,ZMB,2018,71.1323,82.44786,72.90992,Africa,False,False,False,False
2015,Zimbabwe,ZWE,1992,84.0,97.0,94.0,Africa,False,False,False,False
2016,Zimbabwe,ZWE,2009,87.07585,94.92461,95.65,Africa,False,False,False,False
2017,Zimbabwe,ZWE,2014,90.15169999999999,92.84922,96.31,Africa,False,False,False,False
2018,Zimbabwe,ZWE,2019,93.22755,90.77383,94.2159,Africa,False,False,False,False
