country,year,education_development_index,education_spend_efficiency,illiteracy_burden_index,gender_gap_pct,log_gdp_norm,regional_convergence_index,education_development_index_norm,education_spend_efficiency_norm,illiteracy_burden_index_norm,gender_gap_pct_norm,log_gdp_norm_norm,regional_convergence_index_norm
Burundi,2016,0.5630086632526216,0.4726949447075287,0.38553104494382023,5.381873803384468,0.09031371854509285,-4.282289046606012,0.5638571414523167,0.6738415802107492,0.39897980232558145,0.40366857866686523,0.025869906499952106,0.39892794326023817
Burundi,2017,0.5923228437100955,0.4994627153776593,0.3595505617977528,5.4945054945054945,0.09286012833243618,8.149330440343512,0.5937833010461979,0.7024449737715839,0.37209302325581395,0.40499916701532446,0.028596708535778073,0.6992414903757826
Cambodia,1998,0.5191828831791975,0.3454379117545533,0.3707865168539326,13.414634146341465,0.17374497142464418,-13.788582233137676,0.5191164300172392,0.5378577867975826,0.38372093023255816,0.4985645818425538,0.11521157936589842,0.16928218956220697
Cambodia,2004,0.5925444704562164,0.33908667015150495,0.29213483146067415,10.227272727272728,0.25345780030471143,7.313490345044846,0.5940095545955445,0.5310710033403163,0.3023255813953489,0.460910295341748,0.20057140838948512,0.6790499051922072
Cambodia,2008,0.6344735034632202,0.3195119619201766,0.2584269662921348,3.3707865168539324,0.31496154154304357,2.440316335331186,0.6368139214174316,0.5101539426601763,0.26744186046511625,0.37991035143473845,0.2664321852578336,0.5613274978980712
Cambodia,2009,0.631234125295051,0.31190634410654894,0.2696629213483146,2.272727272727273,0.319327781188502,-0.5631405484245153,0.6335069161888119,0.5020267630650805,0.27906976744186046,0.3669382933788673,0.2711077371714796,0.4887722856575298
Cambodia,2014,0.6624832643268971,0.2942679316766167,0.24719101123595505,0.0,0.3682153326502804,3.8812708455123888,0.6654084296285295,0.4831787813358943,0.2558139534883721,0.3400891499609014,0.32345857069211376,0.5961369738990814
Cambodia,2015,0.6877812657199242,0.3096334694769324,0.21348314606741572,-1.0869565217391304,0.3781477962429918,-7.111442786216421,0.6912345661699294,0.49959802410334464,0.22093023255813954,0.3272482552827438,0.3340946678670423,0.33058341294626437
Cambodia,2021,0.6536265689546491,0.2347430120334454,0.31542411235955053,-3.540538747882395,0.4188835569212037,-12.997739374153126,0.6563668369574062,0.419571889144062,0.32642727906976743,0.29826255960864706,0.3777162230858336,0.18838676595645493
Cameroon,2007,0.6276574507603606,0.2755032061928838,0.3258426966292135,13.48314606741573,0.3521542445674768,0.2548489675627188,0.6298555730071121,0.4631272486667519,0.33720930232558144,0.49937395585624966,0.30625968624725747,0.5085326502107833
